# rs (bohr), Gamma muxc > 0, Gamma muxc = 0
4.737187437487497377e+00,1.038891049821364820e+00,9.679094031022833500e-01
4.749169833966792709e+00,1.038053788900501040e+00,9.671339517006110054e-01
4.761152230446088929e+00,1.037219045678992924e+00,9.663605831229514775e-01
4.773134626925385149e+00,1.036386808712753016e+00,9.655893088133924440e-01
4.785117023404680481e+00,1.035557066557692973e+00,9.648201058837584387e-01
4.797099419883976701e+00,1.034729796325637441e+00,9.640529628899612291e-01
4.809081816363272033e+00,1.033904998016585974e+00,9.632878683879125825e-01
4.821064212842568253e+00,1.033082637298274431e+00,9.625248223776128320e-01
4.833046609321864473e+00,1.032262714170703699e+00,9.617638019708860675e-01
4.845029005801159805e+00,1.031445205745696869e+00,9.610048071677319559e-01
4.857011402280456025e+00,1.030630112023254163e+00,9.602478150799749201e-01
4.868993798759751357e+00,1.029817410115200449e+00,9.594928257076148492e-01
4.880976195239047577e+00,1.029007077133357928e+00,9.587398276065636216e-01
4.892958591718343797e+00,1.028199124521816277e+00,9.579888093327331156e-01
4.904940988197639129e+00,1.027393517948310686e+00,9.572397594420356537e-01
4.916923384676935349e+00,1.026590245968753479e+00,9.564926664903831144e-01
4.928905781156230681e+00,1.025789297139056977e+00,9.557475304777756087e-01
4.940888177635526901e+00,1.024990671459220737e+00,9.550043227939928325e-01
4.952870574114822233e+00,1.024194346041068959e+00,9.542630491610792909e-01
4.964852970594118453e+00,1.023400297996425845e+00,9.535236981349466401e-01
4.976835367073414673e+00,1.022608538769378184e+00,9.527862582715073136e-01
4.988817763552710005e+00,1.021819034027663609e+00,9.520507124046287961e-01
5.000800160032006225e+00,1.021031772327193998e+00,9.513170662563552593e-01
5.012782556511301557e+00,1.020246753667968465e+00,9.505852969385107931e-01
5.024764952990597777e+00,1.019463966605899774e+00,9.498554044510955086e-01
5.036747349469893997e+00,1.018683388252811461e+00,9.491273659059331624e-01
5.048729745949189329e+00,1.017905007164615405e+00,9.484011927471120984e-01
5.060712142428485549e+00,1.017128811897224372e+00,9.476768620864561843e-01
5.072694538907780881e+00,1.016354802450637695e+00,9.469543624798772985e-01
5.084676935387077101e+00,1.015582944492591455e+00,9.462336939273756631e-01
5.096659331866373321e+00,1.014813249467174217e+00,9.455148449848632675e-01
5.108641728345668653e+00,1.014045694486209737e+00,9.447977984862079293e-01
5.120624124824964873e+00,1.013280268105609672e+00,9.440825601534537093e-01
5.132606521304260205e+00,1.012516970325374466e+00,9.433691013763807476e-01
5.144588917783556425e+00,1.011755766813239754e+00,9.426574393211210046e-01
5.156571314262852646e+00,1.010996669013294547e+00,9.419475396554107816e-01
5.168553710742147977e+00,1.010239642593272702e+00,9.412394138233374230e-01
5.180536107221444198e+00,1.009484698997264562e+00,9.405330389367256849e-01
5.192518503700739529e+00,1.008731815337092996e+00,9.398284149955749012e-01
5.204500900180035750e+00,1.007980991612758448e+00,9.391255305557975053e-01
5.216483296659331970e+00,1.007232193491996552e+00,9.384243856173934972e-01
5.228465693138627302e+00,1.006485432418895432e+00,9.377249572921866339e-01
5.240448089617923522e+00,1.005740696949367408e+00,9.370272398581331874e-01
5.252430486097218854e+00,1.004997964195236015e+00,9.363312333152329359e-01
5.264412882576515074e+00,1.004257234156501477e+00,9.356369262193984238e-01
5.276395279055810406e+00,1.003518483944988215e+00,9.349443071265411964e-01
5.288377675535106626e+00,1.002781713560695565e+00,9.342533760366611428e-01
5.300360072014402846e+00,1.002046911559535847e+00,9.335641157836266357e-01
5.312342468493698178e+00,1.001314066497421162e+00,9.328765206453932812e-01
5.324324864972994398e+00,1.000583166930263168e+00,9.321905906219616345e-01
5.336307261452289730e+00,9.998542128580625299e-01,9.315063085471992910e-01
5.348289657931585950e+00,9.991271756705988327e-01,9.308236686990621900e-01
5.360272054410882170e+00,9.984020610899162484e-01,9.301426653555069368e-01
5.372254450890177502e+00,9.976788462278385339e-01,9.294632927944888046e-01
5.384236847369473722e+00,9.969575310843658000e-01,9.287855338498764990e-01
5.396219243848769054e+00,9.962381042154100363e-01,9.281093942437133038e-01
5.408201640328065274e+00,9.955205541768835653e-01,9.274348568098678136e-01
5.420184036807361494e+00,9.948048752467422151e-01,9.267619215483398065e-01
5.432166433286656826e+00,9.940910502588539144e-01,9.260905770150412719e-01
5.444148829765953046e+00,9.933790792132186631e-01,9.254208117658843102e-01
5.456131226245248378e+00,9.926689506657484507e-01,9.247526258008688105e-01
5.468113622724544598e+00,9.919606417282675892e-01,9.240860019538628123e-01
5.480096019203840818e+00,9.912541638448638670e-01,9.234209459469107095e-01
5.492078415683136150e+00,9.905494941273613740e-01,9.227574406138798757e-01
5.504060812162432370e+00,9.898466325757598883e-01,9.220954859547709770e-01
5.516043208641727702e+00,9.891455620239275603e-01,9.214350705254954477e-01
5.528025605121023922e+00,9.884462767498206626e-01,9.207761828819656102e-01
5.540008001600320142e+00,9.877487710313950231e-01,9.201188287462251925e-01
5.551990398079615474e+00,9.870530277025183485e-01,9.194629966741867388e-01
5.563972794558911694e+00,9.863590467631910830e-01,9.188086694997175119e-01
5.575955191038207026e+00,9.856668167693249938e-01,9.181558472228181778e-01
5.587937587517503246e+00,9.849763262768322925e-01,9.175045241214446756e-01
5.599919983996799466e+00,9.842875638416250794e-01,9.168547001955964504e-01
5.611902380476094798e+00,9.836005294637031326e-01,9.162063525570982581e-01
5.623884776955391018e+00,9.829152116989784416e-01,9.155594926500376651e-01
5.635867173434686350e+00,9.822316048254069454e-01,9.149140975862387615e-01
5.647849569913982570e+00,9.815496916768569058e-01,9.142701730877456079e-01
5.659831966393278790e+00,9.808694779753723836e-01,9.136277019884262440e-01
5.671814362872574122e+00,9.801909351107328527e-01,9.129866842882803368e-01
5.683796759351870342e+00,9.795140745270269900e-01,9.123471199873082194e-01
5.695779155831165674e+00,9.788388847801664516e-01,9.117089861973342035e-01
5.707761552310461894e+00,9.781653429819754386e-01,9.110722943624458559e-01
5.719743948789757226e+00,9.774934605765418505e-01,9.104370215944671552e-01
5.731726345269053446e+00,9.768232146756896661e-01,9.098031736154423843e-01
5.743708741748349667e+00,9.761546052794189965e-01,9.091707389812830886e-01
5.755691138227644998e+00,9.754876209436416090e-01,9.085397119699458734e-01
5.767673534706941219e+00,9.748222616683579478e-01,9.079100868593863449e-01
5.779655931186236550e+00,9.741585102874354973e-01,9.072818579275607753e-01
5.791638327665532771e+00,9.734963610788306410e-01,9.066550194524249928e-01
5.803620724144828991e+00,9.728358083204992068e-01,9.060295599898910979e-01
5.815603120624124323e+00,9.721768462903976893e-01,9.054054852620028182e-01
5.827585517103420543e+00,9.715194635444371896e-01,9.047827781026285265e-01
5.839567913582715875e+00,9.708636543605746461e-01,9.041614385117682229e-01
5.851550310062012095e+00,9.702094130167655539e-01,9.035414607673777354e-01
5.863532706541308315e+00,9.695567337909660743e-01,9.029228334253692756e-01
5.875515103020603647e+00,9.689055995170440250e-01,9.023055564857425104e-01
5.887497499499899867e+00,9.682560101949997389e-01,9.016896185044096512e-01
5.899479895979195199e+00,9.676079601027887112e-01,9.010750194813708092e-01
5.911462292458491419e+00,9.669614435183676582e-01,9.004617536945818124e-01
5.923444688937787639e+00,9.663164432756041755e-01,8.998498096999549833e-01
5.935427085417082971e+00,9.656729593744981521e-01,8.992391874974898780e-01
5.947409481896379191e+00,9.650309860930059713e-01,8.986298813651427686e-01
5.959391878375674523e+00,9.643905177090832392e-01,8.980218798588255336e-01
5.971374274854970743e+00,9.637515370565985506e-01,8.974151772564946672e-01
5.983356671334266963e+00,9.631140498575954112e-01,8.968097792801932311e-01
5.995339067813562295e+00,9.624780446679856993e-01,8.962056687637899310e-01
6.007321464292858515e+00,9.618435100436819596e-01,8.956028457072848781e-01
6.019303860772153847e+00,9.612104459846838589e-01,8.950013043886337893e-01
6.031286257251450067e+00,9.605788410469033867e-01,8.944010390857923820e-01
6.043268653730745399e+00,9.599486895082968152e-01,8.938020440767174835e-01
6.055251050210041619e+00,9.593199856468199727e-01,8.932043136393643668e-01
6.067233446689337839e+00,9.586927294624729701e-01,8.926078420516891931e-01
6.079215843168633171e+00,9.580669037891236250e-01,8.920126235916480129e-01
6.091198239647929391e+00,9.574425029047278768e-01,8.914186582592411590e-01
6.103180636127224723e+00,9.568195268092860584e-01,8.908259288883362270e-01
6.115163032606520943e+00,9.561979697807541090e-01,8.902344469230212276e-01
6.127145429085817163e+00,9.555778146529997352e-01,8.896441951971645334e-01
6.139127825565112495e+00,9.549590671480675530e-01,8.890551737107659225e-01
6.151110222044408715e+00,9.543417100998250469e-01,8.884673710197372731e-01
6.163092618523704047e+00,9.537257492303161666e-01,8.878807928461227572e-01
6.175075015003000267e+00,9.531111673734092848e-01,8.872954277458343642e-01
6.187057411482296487e+00,9.524979702511482405e-01,8.867112642747839724e-01
6.199039807961591819e+00,9.518861406974010730e-01,8.861283081550157537e-01
6.211022204440888039e+00,9.512756729901237218e-01,8.855465536644858693e-01
6.223004600920183371e+00,9.506665728513603586e-01,8.849659893591059756e-01
6.234986997399479591e+00,9.500588231149786900e-01,8.843866152388762947e-01
6.246969393878775811e+00,9.494524180589352103e-01,8.838084255817527657e-01
6.258951790358071143e+00,9.488473576832294754e-01,8.832314146656914389e-01
6.270934186837367363e+00,9.482436305437735857e-01,8.826555767686481424e-01
6.282916583316662695e+00,9.476412366405676524e-01,8.820809061685790375e-01
6.294898979795958915e+00,9.470401702515678366e-01,8.815074085875279630e-01
6.306881376275255136e+00,9.464404199326859057e-01,8.809350668593634026e-01
6.318863772754550467e+00,9.458419742398337382e-01,8.803638809840849122e-01
6.330846169233846688e+00,9.452448446170996776e-01,8.797938395176047033e-01
6.342828565713142019e+00,9.446490138983514306e-01,8.792249539040104533e-01
6.354810962192438240e+00,9.440544763615453805e-01,8.786572069771707572e-01
6.366793358671734460e+00,9.434612377287253659e-01,8.780905930150412209e-01
6.378775755151029792e+00,9.428692751117153659e-01,8.775251177396659052e-01
6.390758151630326012e+00,9.422785942325589970e-01,8.769607697069565777e-01
6.402740548109621344e+00,9.416891893692131976e-01,8.763975431948699546e-01
6.414722944588917564e+00,9.411010490775890691e-01,8.758354324813613090e-01
6.426705341068213784e+00,9.405141733576869445e-01,8.752744432884751458e-01
6.438687737547509116e+00,9.399285507654189242e-01,8.747145584500788384e-01
6.450670134026805336e+00,9.393441870228289581e-01,8.741557836882171140e-01
6.462652530506100668e+00,9.387610649637849747e-01,8.735981075588017397e-01
6.474634926985396888e+00,9.381791903103311459e-01,8.730415300618324936e-01
6.486617323464692220e+00,9.375985458963355113e-01,8.724860454752655370e-01
6.498599719943988440e+00,9.370191374438419096e-01,8.719316537991008698e-01
6.510582116423284660e+00,9.364409535087622194e-01,8.713783435892503704e-01
6.522564512902579992e+00,9.358639883690528238e-01,8.708261091236706442e-01
6.534546909381876212e+00,9.352882363026694401e-01,8.702749561244048637e-01
6.546529305861171544e+00,9.347136973096121793e-01,8.697248731473655736e-01
6.558511702340467764e+00,9.341403656678370915e-01,8.691758544705086020e-01
6.570494098819763984e+00,9.335682299332561662e-01,8.686279058158781208e-01
6.582476495299059316e+00,9.329972958279133532e-01,8.680810100173415034e-01
6.594458891778355536e+00,9.324275461856765812e-01,8.675351727969435878e-01
6.606441288257650868e+00,9.318589867285900219e-01,8.669903884326400911e-01
6.618423684736947088e+00,9.312916060125655537e-01,8.664466454803428919e-01
6.630406081216243308e+00,9.307253983155594490e-01,8.659039496620959397e-01
6.642388477695538640e+00,9.301603636375712636e-01,8.653622952558553960e-01
6.654370874174834860e+00,9.295964962565573808e-01,8.648216708175333611e-01
6.666353270654130192e+00,9.290337904504738509e-01,8.642820820691736738e-01
6.678335667133426412e+00,9.284722347752323302e-01,8.637435175666885456e-01
6.690318063612722632e+00,9.279118349528771015e-01,8.632059773100775324e-01
6.702300460092017964e+00,9.273525852613639930e-01,8.626694555772972395e-01
6.714282856571314184e+00,9.267944742566052163e-01,8.621339466463031620e-01
6.726265253050609516e+00,9.262375019386004382e-01,8.615994562391394718e-01
6.738247649529905736e+00,9.256816625853061531e-01,8.610659671896740974e-01
6.750230046009201956e+00,9.251269504746779671e-01,8.605334852199515439e-01
6.762212442488497288e+00,9.245733656067161021e-01,8.600020046079273062e-01
6.774194838967793508e+00,9.240208965373324368e-01,8.594715196315573236e-01
6.786177235447088840e+00,9.234695432665269710e-01,8.589420245687979794e-01
6.798159631926385060e+00,9.229193057942999268e-01,8.584135194196489405e-01
6.810142028405680392e+00,9.223701669545192328e-01,8.578860041841105399e-01
6.822124424884976612e+00,9.218221324692286167e-01,8.573594645570725703e-01
6.834106821364272832e+00,9.212751908943404011e-01,8.568339033995571175e-01
6.846089217843568164e+00,9.207293479518985357e-01,8.563093178505418734e-01
6.858071614322864384e+00,9.201845921978148990e-01,8.557857050490056405e-01
6.870054010802159716e+00,9.196409179100455411e-01,8.552630592729034698e-01
6.882036407281455936e+00,9.190983250885904621e-01,8.547413748001919664e-01
6.894018803760752157e+00,9.185568022893619844e-01,8.542206516308707975e-01
6.906001200240047488e+00,9.180163552344036137e-01,8.537008840428963463e-01
6.917983596719343709e+00,9.174769782016716224e-01,8.531820663142243300e-01
6.929965993198639040e+00,9.169386597470778888e-01,8.526642013058766123e-01
6.941948389677935261e+00,9.164013998706224129e-01,8.521472804347876018e-01
6.953930786157231481e+00,9.158651928502616890e-01,8.516313008399354345e-01
6.965913182636526813e+00,9.153300386859950510e-01,8.511162653823411972e-01
6.977895579115823033e+00,9.147959316557785492e-01,8.506021626179181006e-01
6.989877975595118365e+00,9.142628603155250611e-01,8.500889868246213066e-01
7.001860372074414585e+00,9.137308361093214870e-01,8.495767437244947651e-01
7.013842768553710805e+00,9.131998361489923610e-01,8.490654275954949703e-01
7.025825165033006137e+00,9.126698718786259157e-01,8.485550327155781947e-01
7.037807561512302357e+00,9.121409318541333633e-01,8.480455533626996001e-01
7.049789957991597689e+00,9.116130160755157030e-01,8.475369895368596307e-01
7.061772354470893909e+00,9.110861130986842582e-01,8.470293412380580644e-01
7.073754750950190129e+00,9.105602286456833117e-01,8.465225970222072238e-01
7.085737147429485461e+00,9.100353512724248528e-01,8.460167597503290837e-01
7.097719543908781681e+00,9.095114809789085486e-01,8.455118265614012252e-01
7.109701940388077013e+00,9.089886120430907823e-01,8.450077888723583897e-01
7.121684336867373233e+00,9.084667444649714430e-01,8.445046466831998000e-01
7.133666733346669453e+00,9.079458668004625199e-01,8.440023971329040364e-01
7.145649129825964785e+00,9.074259847716084071e-01,8.435010373604487910e-01
7.157631526305261005e+00,9.069070869343205388e-01,8.430005645048121998e-01
7.169613922784556337e+00,9.063891732885989150e-01,8.425009728439500911e-01
7.181596319263852557e+00,9.058722381123999190e-01,8.420022623778631310e-01
7.193578715743148777e+00,9.053562814057236618e-01,8.415044245234841735e-01
7.205561112222444109e+00,9.048412917244816889e-01,8.410074621418359708e-01
7.217543508701740329e+00,9.043272747907178388e-01,8.405113723718966590e-01
7.229525905181035661e+00,9.038142191603448783e-01,8.400161466305998692e-01
7.241508301660331881e+00,9.033021305554065350e-01,8.395217849179457126e-01
7.253490698139627213e+00,9.027909918097705155e-01,8.390282872339343001e-01
7.265473094618923433e+00,9.022808143675249415e-01,8.385356421344773992e-01
7.277455491098219653e+00,9.017715810625379635e-01,8.380438553416194036e-01
